"hotel","tahun","lama_inap","dewasa","anakanak","balita","negara","sistem_boking","tipe_kamar","tipe_tamu","total","keterangan","tanggal_transaksi","ID"
"Resort Hotel",2015,3,2,0,1,"PRT","Call-Center","VIP","Sementara",82,"Check-Out",2015-07-12,59
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Sementara",105.08,"Check-In",2015-06-23,45
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Sementara",65.42,"Check-In",2015-06-27,68
"Resort Hotel",2015,3,1,0,0,"RUS","Langsung","VIP","Sementara",98,"Check-Out",2015-07-13,34
"Resort Hotel",2015,3,2,0,0,"SWE","Call-Center","VIP","Sementara",75.46,"Check-Out",2015-07-14,44
"Resort Hotel",2015,3,2,0,0,"POL","Call-Center","VIP","Sementara",65.5,"Check-Out",2015-07-14,64
"Resort Hotel",2015,5,2,0,0,"FRA","Call-Center","EXC","Sementara",90.95,"Check-Out",2015-07-16,62
"Resort Hotel",2015,5,2,0,0,"GBR","Call-Center","VIP","Kontrak",93.6,"Check-Out",2015-07-16,8
"Resort Hotel",2015,5,2,0,0,"GBR","Call-Center","EXC","Kontrak",119.25,"Check-Out",2015-07-16,98
"Resort Hotel",2015,5,2,0,0,"GBR","Call-Center","EXC","Kontrak",134.73,"Check-Out",2015-07-16,97
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",112,"Check-Out",2015-07-16,20
"Resort Hotel",2015,6,2,0,0,"PRT","Call-Center","VIP","Sementara",118.13,"Check-In",2015-05-13,1
"Resort Hotel",2015,1,2,0,0,"USA","Langsung","VIP","Sementara",131,"Check-Out",2015-07-11,63
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",88.2,"Check-Out",2015-07-12,44
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",73.8,"Check-Out",2015-07-12,82
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",98,"Check-Out",2015-07-12,36
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",110.5,"Check-Out",2015-07-12,23
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",131,"Check-Out",2015-07-12,46
"Resort Hotel",2015,2,2,1,0,"PRT","Call-Center","EXC","Sementara",185,"Check-Out",2015-07-12,52
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Sementara",87.3,"Check-Out",2015-07-12,42
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",73.8,"Check-Out",2015-07-12,49
"Resort Hotel",2015,2,2,0,0,"GBR","Call-Center","VIP","Sementara",120,"Check-Out",2015-07-13,18
"Resort Hotel",2015,2,2,0,0,"AUS","Langsung","VIP","Sementara",98,"Check-Out",2015-07-13,68
"Resort Hotel",2015,2,2,0,0,"GBR","Call-Center","EXC","Sementara",96.3,"Check-Out",2015-07-13,60
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","EXC","Member",197,"Check-Out",2015-07-14,3
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","EXC","Member",197,"Check-Out",2015-07-14,44
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","EXC","Sementara",123,"Check-In",2015-06-29,94
"Resort Hotel",2015,3,2,0,0,"POL","Call-Center","VIP","Sementara",82,"Check-Out",2015-07-15,6
"Resort Hotel",2015,3,2,0,2,"PRT","Langsung","VIP","Sementara",165,"Check-Out",2015-07-15,46
"Resort Hotel",2015,3,2,2,0,"EST","Call-Center","EXC","Sementara",149.4,"Check-Out",2015-07-15,78
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",106.84,"Check-Out",2015-07-17,68
"Resort Hotel",2015,5,2,0,0,"PRT","Langsung","EXC","Sementara",161,"Check-Out",2015-07-17,10
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","EXC","Sementara",134.43,"Check-Out",2015-07-17,57
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","EXC","Sementara",144.43,"Check-Out",2015-07-17,95
"Resort Hotel",2015,5,1,0,0,"RUS","Call-Center","EXC","Sementara",152,"Check-Out",2015-07-17,92
"Resort Hotel",2015,5,2,1,0,"GBR","Call-Center","EXC","Sementara",125.54,"Check-Out",2015-07-17,92
"Resort Hotel",2015,5,2,1,1,"PRT","Call-Center","VIP","Sementara",133.83,"Check-Out",2015-07-17,5
"Resort Hotel",2015,6,3,1,0,"PRT","Langsung","VIP","Sementara",159.75,"Check-Out",2015-07-18,26
"Resort Hotel",2015,7,2,0,0,"IRL","Call-Center","VIP","Sementara",120.6,"Check-Out",2015-07-19,59
"Resort Hotel",2015,7,2,0,0,"PRT","Call-Center","EXC","Sementara",112.2,"Check-Out",2015-07-20,8
"Resort Hotel",2015,7,2,0,1,"GBR","Call-Center","EXC","Sementara",110.6,"Check-Out",2015-07-21,97
"Resort Hotel",2015,9,2,0,0,"DNK","Call-Center","VIP","Sementara",105.9,"Check-Out",2015-07-23,52
"Resort Hotel",2015,5,2,1,0,"GBR","Call-Center","EXC","Sementara",95.27,"Check-Out",2015-07-17,85
"Resort Hotel",2015,5,2,0,0,"GBR","Call-Center","EXC","Sementara",108.83,"Check-Out",2015-07-17,91
"Resort Hotel",2015,3,2,1,0,"PRT","Call-Center","VIP","Sementara",153.96,"Check-In",2015-05-29,70
"Resort Hotel",2015,3,2,0,0,"ESP","Call-Center","VIP","Sementara",120.6,"Check-Out",2015-07-16,58
"Resort Hotel",2015,4,2,0,1,"PRT","Call-Center","VIP","Sementara",90.67,"Check-Out",2015-07-17,5
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","EXC","Sementara",126.67,"Check-In",2015-06-08,31
"Resort Hotel",2015,4,3,0,0,"PRT","Call-Center","EXC","Sementara",144.4,"Check-Out",2015-07-17,21
"Resort Hotel",2015,4,2,0,0,"ESP","Call-Center","VIP","Sementara",99.5,"Check-Out",2015-07-17,95
"Resort Hotel",2015,5,2,0,0,"PRT","Langsung","EXC","Sementara",139.4,"Check-Out",2015-07-18,51
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",73.8,"Check-In",2015-04-22,20
"Resort Hotel",2015,2,2,0,0,"GBR","Call-Center","EXC","Sementara",89.97,"Check-Out",2015-07-15,15
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Sementara",123,"Check-Out",2015-07-15,4
"Resort Hotel",2015,2,2,0,0,"CZE","Call-Center","EXC","Sementara",123,"Check-Out",2015-07-15,2
"Resort Hotel",2015,1,1,0,0,"GBR","Langsung","VIP","Sementara",123,"Check-Out",2015-07-12,34
"Resort Hotel",2015,1,2,0,0,"DEU","Call-Center","VIP","Sementara",144.9,"Check-Out",2015-07-12,84
"Resort Hotel",2015,1,2,0,0,"ESP","Langsung","EXC","Sementara",153,"Check-Out",2015-07-12,36
"Resort Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Sementara",131,"Check-Out",2015-07-12,38
"Resort Hotel",2015,1,2,0,0,"PRT","Aplikasi","VIP","Sementara",100,"Check-Out",2015-07-13,50
"Resort Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Sementara",65.5,"Check-Out",2015-07-13,36
"Resort Hotel",2015,1,2,0,0,"ROU","Call-Center","VIP","Sementara",123,"Check-Out",2015-07-13,84
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Sementara",123,"Check-Out",2015-07-14,80
"Resort Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Sementara",131,"Check-Out",2015-07-14,23
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","EXC","Sementara",104.68,"Check-Out",2015-07-18,43
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",166,"Check-Out",2015-07-18,77
"Resort Hotel",2015,6,2,0,0,"PRT","Call-Center","EXC","Sementara",111.25,"Check-In",2015-05-19,95
"Resort Hotel",2015,6,2,2,0,"PRT","Langsung","EXC","Sementara",213.75,"Check-Out",2015-07-19,75
"Resort Hotel",2015,6,2,0,0,"PRT","Call-Center","EXC","Sementara",178,"Check-Out",2015-07-21,68
"Resort Hotel",2015,5,2,0,0,"PRT","Langsung","VIP","Sementara",113.9,"Check-Out",2015-07-18,100
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","EXC","Sementara",129.29,"Check-Out",2015-07-18,64
"Resort Hotel",2015,1,2,2,0,"CN","Call-Center","EXC","Sementara",153,"Check-Out",2015-07-13,33
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",98,"Check-Out",2015-07-13,57
"Resort Hotel",2015,4,2,1,0,"PRT","Call-Center","VIP","Sementara",169,"Check-Out",2015-07-18,18
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","VIP","Sementara",93,"Check-In",2015-05-12,68
"Resort Hotel",2015,5,2,0,0,"GBR","Call-Center","VIP","Sementara",132.29,"Check-Out",2015-07-19,46
"Resort Hotel",2015,5,2,0,0,"BRA","Call-Center","EXC","Sementara",123,"Check-Out",2015-07-19,98
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Member",117.22,"Check-Out",2015-07-12,49
"Resort Hotel",2015,5,2,0,1,"ESP","Call-Center","EXC","Sementara",149,"Check-Out",2015-07-19,4
"Resort Hotel",2015,5,3,1,0,"PRT","Langsung","VIP","Sementara",164.57,"Check-In",2015-06-29,56
"Resort Hotel",2015,5,2,0,0,"GBR","Call-Center","VIP","Kontrak",107,"Check-Out",2015-07-19,92
"Resort Hotel",2015,5,2,0,1,"PRT","Call-Center","VIP","Member",117.22,"Check-Out",2015-07-19,54
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","EXC","Kontrak",119.25,"Check-Out",2015-07-19,2
"Resort Hotel",2015,5,2,0,0,"GBR","Call-Center","EXC","Sementara",123,"Check-Out",2015-07-19,34
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",105.71,"Check-In",2015-07-03,57
"Resort Hotel",2015,5,2,0,0,"GBR","Call-Center","EXC","Sementara",123,"Check-Out",2015-07-19,72
"Resort Hotel",2015,5,2,0,0,"ESP","Call-Center","EXC","Sementara",144.43,"Check-Out",2015-07-19,11
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","EXC","Sementara",126,"Check-In",2015-06-19,75
"Resort Hotel",2015,5,2,0,0,"FRA","Call-Center","VIP","Sementara",148.3,"Check-Out",2015-07-21,58
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",125.22,"Check-Out",2015-07-21,12
"Resort Hotel",2015,7,2,0,0,"GBR","Call-Center","EXC","Sementara",123,"Check-Out",2015-07-23,61
"Resort Hotel",2015,7,2,0,0,"GBR","Call-Center","VIP","Kontrak",130,"Check-Out",2015-07-23,94
"Resort Hotel",2015,11,2,10,0,"PRT","Call-Center","EXC","Kontrak",133.16,"Booking",2015-07-12,16
"Resort Hotel",2015,5,2,0,0,"GBR","Call-Center","VIP","Sementara",78.84,"Check-Out",2015-07-19,53
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",80.1,"Check-Out",2015-07-13,93
"Resort Hotel",2015,1,2,2,0,"BEL","Call-Center","EXC","Sementara",193,"Check-Out",2015-07-14,54
"Resort Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Sementara",88.2,"Check-Out",2015-07-14,89
"Resort Hotel",2015,1,2,0,0,"FRA","Call-Center","EXC","Sementara",90.71,"Check-Out",2015-07-14,87
"Resort Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Sementara",114.5,"Check-Out",2015-07-14,68
"Resort Hotel",2015,1,2,0,0,"BEL","Call-Center","VIP","Sementara",120.2,"Check-Out",2015-07-14,1
"Resort Hotel",2015,1,2,0,0,"ITA","Call-Center","EXC","Kontrak",79.5,"Check-Out",2015-07-15,59
"Resort Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Sementara",117.9,"Check-Out",2015-07-15,45
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",128,"Check-In",2015-06-22,68
"Resort Hotel",2015,2,2,0,0,"FRA","Call-Center","EXC","Sementara",90.95,"Check-Out",2015-07-16,34
"Resort Hotel",2015,2,2,0,1,"FIN","Call-Center","EXC","Sementara",107,"Check-Out",2015-07-16,44
"Resort Hotel",2015,2,2,2,0,"CN","Langsung","EXC","Sementara",130.05,"Check-Out",2015-07-16,64
"Resort Hotel",2015,3,2,0,0,"ESP","Call-Center","EXC","Kontrak",123,"Check-Out",2015-07-17,62
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","EXC","Sementara",103.8,"Booking",2015-07-12,8
"Resort Hotel",2015,3,2,2,0,"IRL","Call-Center","EKO","Sementara",196,"Check-Out",2015-07-17,98
"Resort Hotel",2015,3,2,0,0,"ESP","Call-Center","EXC","Sementara",149.4,"Check-Out",2015-07-17,97
"Resort Hotel",2015,5,2,0,0,"ESP","Call-Center","EXC","Sementara",175.71,"Check-Out",2015-07-20,20
"Resort Hotel",2015,5,2,0,1,"PRT","Call-Center","VIP","Member",119.7,"Check-Out",2015-07-20,1
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",100.86,"Check-In",2015-05-13,63
"Resort Hotel",2015,5,2,0,0,"GBR","Call-Center","VIP","Sementara",100.86,"Check-Out",2015-07-20,44
"Resort Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Member",82,"Check-Out",2015-07-15,82
"Resort Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Sementara",73.8,"Check-Out",2015-07-15,36
"Resort Hotel",2015,1,2,0,0,"AUS","Call-Center","VIP","Sementara",117.9,"Check-Out",2015-07-15,23
"Resort Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Member",82,"Check-Out",2015-07-15,46
"Resort Hotel",2015,1,4,0,0,"PRT","Langsung","EKO","Sementara",150,"Check-Out",2015-07-15,52
"Resort Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Sementara",161,"Check-Out",2015-07-15,42
"Resort Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Sementara",64,"Check-Out",2015-07-15,49
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Sementara",123,"Check-In",2015-06-18,18
"Resort Hotel",2015,2,2,0,0,"USA","Call-Center","EXC","Sementara",110,"Check-Out",2015-07-16,68
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",88.2,"Check-Out",2015-07-16,60
"Resort Hotel",2015,2,2,0,0,"ESP","Call-Center","VIP","Sementara",130,"Check-Out",2015-07-16,3
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",88.2,"Check-Out",2015-07-16,44
"Resort Hotel",2015,2,2,0,0,"ESP","Langsung","EXC","Sementara",165,"Check-Out",2015-07-16,94
"Resort Hotel",2015,3,1,0,0,"PRT","Aplikasi","VIP","Sementara",114,"Check-Out",2015-07-17,6
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","EXC","Sementara",79.5,"Check-In",2015-06-24,46
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","VIP","Sementara",132.8,"Check-In",2015-03-05,78
"Resort Hotel",2015,4,2,0,0,"ESP","Langsung","EXC","Sementara",120,"Check-Out",2015-07-18,68
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","EXC","Kontrak",79.5,"Check-In",2015-05-23,10
"Resort Hotel",2015,4,2,0,0,"PRT","Langsung","EXC","Sementara",120,"Check-Out",2015-07-18,57
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","EXC","Sementara",144.2,"Check-In",2015-06-22,95
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","VIP","Sementara",107.2,"Check-Out",2015-07-18,92
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","EXC","Sementara",120,"Check-In",2015-06-01,92
"Resort Hotel",2015,4,2,0,0,"ESP","Langsung","EXC","Sementara",120,"Check-Out",2015-07-18,5
"Resort Hotel",2015,4,3,0,0,"PRT","Langsung","EXC","Sementara",163.8,"Check-Out",2015-07-18,26
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",98.5,"Check-In",2015-04-24,59
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",130.5,"Check-In",2015-05-12,8
"Resort Hotel",2015,5,1,0,0,"PRT","Call-Center","VIP","Sementara",153,"Check-Out",2015-07-19,97
"Resort Hotel",2015,5,2,0,0,"FRA","Call-Center","VIP","Sementara",98.5,"Check-Out",2015-07-19,52
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Member",119.7,"Check-Out",2015-07-20,85
"Resort Hotel",2015,5,2,0,0,"PRT","Langsung","EXC","Sementara",184.6,"Check-Out",2015-07-20,91
"Resort Hotel",2015,5,2,1,0,"ESP","Langsung","EXC","Sementara",181.22,"Check-Out",2015-07-20,70
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",100.86,"Check-In",2015-04-15,58
"Resort Hotel",2015,1,2,0,0,"ROU","Call-Center","VIP","Sementara",100.2,"Check-Out",2015-07-14,5
"Resort Hotel",2015,3,2,0,0,"ESP","Call-Center","VIP","Sementara",134.25,"Check-Out",2015-07-17,31
"Resort Hotel",2015,5,2,0,0,"FIN","Call-Center","VIP","Kontrak",96.3,"Check-Out",2015-07-21,21
"Resort Hotel",2015,6,2,0,0,"GBR","Call-Center","EXC","Sementara",83.09,"Check-Out",2015-07-22,95
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Sementara",105.5,"Check-In",2015-07-03,51
"Resort Hotel",2015,1,1,0,0,"PRT","Aplikasi","VIP","Sementara",134,"Check-Out",2015-07-15,20
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",8,"Check-Out",2015-07-15,15
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Sementara",146,"Check-Out",2015-07-16,4
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","EXC","Sementara",126,"Check-In",2015-05-27,2
"Resort Hotel",2015,4,2,0,0,"ESP","Call-Center","VIP","Sementara",111.15,"Check-Out",2015-07-18,34
"Resort Hotel",2015,5,2,0,0,"POL","Call-Center","EXC","Sementara",136.2,"Check-Out",2015-07-19,84
"Resort Hotel",2015,5,2,0,0,"PRT","Langsung","VIP","Sementara",101.8,"Check-Out",2015-07-19,36
"Resort Hotel",2015,5,2,0,0,"PRT","Langsung","VIP","Member",127,"Check-Out",2015-07-20,38
"Resort Hotel",2015,5,2,1,0,"PRT","Langsung","EXC","Member",161.5,"Check-Out",2015-07-20,50
"Resort Hotel",2015,5,2,2,0,"PRT","Call-Center","EXC","Sementara",230.67,"Check-Out",2015-07-20,36
"Resort Hotel",2015,5,1,0,0,"PRT","Call-Center","VIP","Sementara",65.7,"Check-In",2015-04-06,84
"Resort Hotel",2015,5,2,0,0,"ESP","Call-Center","VIP","Sementara",180,"Check-Out",2015-07-21,80
"Resort Hotel",2015,5,2,0,0,"ESP","Call-Center","VIP","Sementara",168.57,"Check-Out",2015-07-21,23
"Resort Hotel",2015,7,2,0,0,"PRT","Call-Center","VIP","Sementara",107.67,"Check-In",2015-04-11,43
"Resort Hotel",2015,7,2,0,0,"PRT","Call-Center","VIP","Sementara",96.9,"Check-In",2015-04-11,77
"Resort Hotel",2015,7,2,0,0,"IRL","Langsung","VIP","Sementara",107,"Check-Out",2015-07-23,95
"Resort Hotel",2015,9,2,0,0,"IRL","Call-Center","VIP","Sementara",73.41,"Check-Out",2015-07-25,75
"Resort Hotel",2015,11,2,0,0,"SWE","Call-Center","EXC","Sementara",109.9,"Check-Out",2015-07-28,68
"Resort Hotel",2015,11,2,0,0,"SWE","Call-Center","EXC","Sementara",109.9,"Check-Out",2015-07-28,100
"Resort Hotel",2015,11,3,0,0,"PRT","Langsung","EKO","Sementara",187.5,"Check-Out",2015-07-29,64
"Resort Hotel",2015,1,1,0,0,"PRT","Aplikasi","VIP","Sementara",134,"Check-Out",2015-07-15,33
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Sementara",91.5,"Check-In",2015-07-03,57
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","EXC","Sementara",132.44,"Check-In",2015-06-27,18
"Resort Hotel",2015,4,2,0,0,"POL","Call-Center","EXC","Sementara",106.9,"Check-Out",2015-07-21,68
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","EXC","Sementara",131.86,"Check-In",2015-06-25,46
"Resort Hotel",2015,6,2,2,0,"GBR","Call-Center","EKO","Sementara",216.13,"Check-Out",2015-07-23,98
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","VIP","Member",107,"Check-Out",2015-07-17,49
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","VIP","Member",107,"Check-Out",2015-07-17,4
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","VIP","Member",107,"Check-Out",2015-07-17,56
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","VIP","Member",107,"Check-Out",2015-07-17,92
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","EXC","Sementara",107,"Check-Out",2015-07-17,54
"Resort Hotel",2015,7,2,2,0,"GBR","Call-Center","EXC","Sementara",190.33,"Check-Out",2015-07-24,2
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","VIP","Sementara",107,"Check-Out",2015-07-17,34
"Resort Hotel",2015,2,1,0,0,"PRT","Langsung","EXC","Member",94,"Check-Out",2015-07-17,57
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","VIP","Member",0,"Check-In",2015-07-13,72
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","VIP","Member",98.75,"Check-Out",2015-07-17,11
"Resort Hotel",2015,2,3,0,0,"PRT","Langsung","VIP","Member",148.23,"Check-Out",2015-07-17,75
"Resort Hotel",2015,2,1,0,0,"PRT","Langsung","EXC","Member",94,"Check-Out",2015-07-17,58
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","EXC","Sementara",107,"Check-Out",2015-07-17,12
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","EXC","Sementara",107,"Check-Out",2015-07-17,61
"Resort Hotel",2015,2,3,0,0,"PRT","Langsung","VIP","Member",148.23,"Check-Out",2015-07-17,94
"Resort Hotel",2015,2,1,0,0,"PRT","Langsung","VIP","Member",0,"Check-Out",2015-07-17,16
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","VIP","Member",107,"Check-Out",2015-07-17,53
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","VIP","Sementara",107,"Check-Out",2015-07-17,93
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","VIP","Sementara",107,"Check-Out",2015-07-17,54
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","VIP","Member",107,"Check-Out",2015-07-17,89
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","VIP","Member",98.75,"Check-Out",2015-07-17,87
"Resort Hotel",2015,2,2,2,0,"PRT","Call-Center","EXC","Sementara",195,"Check-In",2015-07-02,68
"Resort Hotel",2015,2,2,0,0,"DNK","Call-Center","EXC","Sementara",120.6,"Check-Out",2015-07-18,1
"Resort Hotel",2015,1,2,0,0,"FIN","Call-Center","EXC","Sementara",123.2,"Check-Out",2015-07-17,59
"Resort Hotel",2015,1,1,0,0,"PRT","Langsung","VIP","Sementara",112,"Check-In",2015-06-05,45
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Sementara",123.2,"Check-In",2015-07-16,68
"Resort Hotel",2015,1,2,2,0,"USA","Call-Center","VIP","Sementara",169,"Check-Out",2015-07-17,34
"Resort Hotel",2015,2,2,2,0,"PRT","Langsung","EXC","Sementara",198,"Check-Out",2015-07-18,44
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",103.5,"Check-In",2015-07-02,64
"Resort Hotel",2015,2,2,1,0,"PRT","Call-Center","EXC","Sementara",135.6,"Check-Out",2015-07-18,62
"Resort Hotel",2015,2,2,0,0,"DNK","Call-Center","VIP","Sementara",103.5,"Check-Out",2015-07-18,8
"Resort Hotel",2015,3,2,0,0,"ESP","Langsung","EXC","Sementara",184,"Check-Out",2015-07-19,98
"Resort Hotel",2015,3,2,0,0,"PRT","Langsung","VIP","Sementara",134,"Check-In",2015-07-13,97
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Sementara",147,"Check-In",2015-06-19,20
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Sementara",151.33,"Check-In",2015-06-30,1
"Resort Hotel",2015,3,2,0,0,"ESP","Call-Center","EXC","Sementara",121.33,"Check-Out",2015-07-19,63
"Resort Hotel",2015,3,2,0,0,"IRL","Langsung","EXC","Member",150.2,"Check-Out",2015-07-21,44
"Resort Hotel",2015,3,2,0,0,"PRT","Langsung","EXC","Sementara",139,"Check-In",2015-07-07,82
"Resort Hotel",2015,3,1,0,0,"IRL","Langsung","EXC","Member",150.2,"Check-Out",2015-07-21,36
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","EXC","Sementara",75.44,"Check-Out",2015-07-20,23
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","EXC","Sementara",135,"Check-In",2015-06-13,46
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","VIP","Sementara",166,"Check-Out",2015-07-22,52
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","EXC","Sementara",135,"Check-In",2015-06-11,42
"Resort Hotel",2015,5,2,0,0,"GBR","Call-Center","VIP","Kontrak",130,"Check-Out",2015-07-23,49
"Resort Hotel",2015,6,2,0,0,"PRT","Call-Center","VIP","Sementara",96.3,"Check-Out",2015-07-24,18
"Resort Hotel",2015,11,1,0,0,"PRT","Langsung","EXC","Sementara",160,"Check-Out",2015-07-30,68
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",0,"Check-Out",2015-07-17,60
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","EXC","Sementara",127.25,"Check-Out",2015-07-19,3
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Sementara",164,"Check-Out",2015-07-19,44
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Sementara",144.5,"Check-Out",2015-07-19,94
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",112,"Check-Out",2015-07-19,6
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",134,"Check-In",2015-07-06,46
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","VIP","Sementara",127.25,"Check-In",2015-07-13,78
"Resort Hotel",2015,2,2,0,0,"ESP","Call-Center","EXC","Sementara",155.5,"Check-Out",2015-07-19,68
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",110.5,"Booking",2015-07-17,10
"Resort Hotel",2015,2,2,0,0,"PRT","Langsung","EXC","Sementara",144.5,"Check-Out",2015-07-19,57
"Resort Hotel",2015,2,2,0,0,"ESP","Langsung","EXC","Sementara",144.5,"Check-Out",2015-07-19,95
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Sementara",123,"Check-Out",2015-07-19,92
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Sementara",120.6,"Check-Out",2015-07-19,92
"Resort Hotel",2015,2,1,0,0,"PRT","Call-Center","VIP","Sementara",107.6,"Booking",2015-07-17,5
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",120.6,"Check-In",2015-07-04,26
