"hotel","tahun","lama_inap","dewasa","anakanak","balita","negara","sistem_boking","tipe_kamar","tipe_tamu","total","keterangan","tanggal_transaksi","ID"
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Member",62,"Check-Out",2015-07-24,81
"City Hotel",2015,2,1,0,0,"PRT","Call-Center","VIP","Member",0,"Check-Out",2015-07-24,83
"City Hotel",2015,2,3,0,0,"PRT","Call-Center","VIP","Member",84,"Check-Out",2015-07-24,19
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Member",62,"Check-Out",2015-07-24,49
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-24,53
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,99
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,23
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-24,39
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-17,10
"City Hotel",2015,2,1,0,0,"PRT","Call-Center","VIP","Member",60,"Check-Out",2015-07-24,92
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,56
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,58
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,1
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-24,68
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-17,34
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",62,"Check-Out",2015-07-24,85
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-24,37
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Member",62,"Check-Out",2015-07-24,60
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-24,55
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-17,20
"City Hotel",2015,2,3,0,0,"PRT","Call-Center","VIP","Member",84,"Check-Out",2015-07-24,17
"City Hotel",2015,3,2,0,0,"PRT","Langsung","VIP","Sementara",68.5,"Booking",2015-07-22,79
"City Hotel",2015,4,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Booking",2015-07-22,84
"City Hotel",2015,4,1,0,0,"PRT","Call-Center","VIP","Sementara",68,"Check-In",2015-06-12,62
"City Hotel",2015,4,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Booking",2015-07-22,77
"City Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-07-18,93
"City Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Member",76.5,"Check-In",2015-05-18,44
"City Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Member",76.5,"Check-In",2015-05-18,13
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,32
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-24,51
"City Hotel",2015,2,1,0,0,"PRT","Call-Center","VIP","Member",0,"Check-Out",2015-07-24,80
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Member",62,"Check-Out",2015-07-24,54
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,5
"City Hotel",2015,2,1,0,0,"PRT","Call-Center","VIP","Sementara",55.96,"Check-Out",2015-07-24,65
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-17,6
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-24,21
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,95
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-04-24,16
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,61
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Member",90,"Check-Out",2015-07-24,64
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Member",90,"Check-Out",2015-07-24,97
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,52
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,26
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,63
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,100
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,70
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,2
"City Hotel",2015,1,1,0,0,"PRT","Call-Center","VIP","Member",65,"Check-Out",2015-07-24,8
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,29
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,87
"City Hotel",2015,1,1,0,0,"PRT","Call-Center","VIP","Member",0,"Check-Out",2015-07-24,69
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,30
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,31
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Member",90,"Check-Out",2015-07-24,90
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Member",90,"Check-Out",2015-07-24,73
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,3
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,86
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,18
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Member",90,"Check-Out",2015-07-24,91
"City Hotel",2015,1,1,0,0,"PRT","Call-Center","VIP","Member",65,"Check-Out",2015-07-24,33
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Member",90,"Check-Out",2015-07-24,50
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Member",90,"Check-Out",2015-07-24,42
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,75
"City Hotel",2015,1,3,0,0,"PRT","Call-Center","VIP","Member",130.5,"Check-Out",2015-07-24,15
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Member",98.2,"Check-Out",2015-07-24,45
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,66
"City Hotel",2015,1,1,0,0,"PRT","Call-Center","VIP","Member",0,"Check-Out",2015-07-24,47
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Member",90,"Check-Out",2015-07-24,46
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,88
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Member",90,"Check-Out",2015-07-24,28
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,11
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",98.2,"Check-Out",2015-07-24,82
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,89
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,12
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,4
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",90,"Check-Out",2015-07-24,76
"City Hotel",2015,2,1,0,0,"PRT","Call-Center","VIP","Sementara",68,"Check-In",2015-04-24,25
"City Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Member",85,"Check-In",2015-06-30,36
"City Hotel",2015,3,1,0,0,"PRT","Call-Center","VIP","Member",17.6,"Check-In",2015-07-21,38
"City Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Member",85,"Check-In",2015-06-30,94
"City Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Member",85,"Check-In",2015-06-30,71
"City Hotel",2015,3,1,0,0,"PRT","Call-Center","VIP","Member",17.6,"Check-In",2015-07-21,35
"City Hotel",2015,5,0,0,0,"PRT","Call-Center","VIP","Member",0,"Check-Out",2015-07-30,40
"City Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-05-20,48
"City Hotel",2015,1,2,0,0,"PRT","Langsung","VIP","Sementara",0,"Check-Out",2015-07-25,59
"City Hotel",2015,2,2,1,0,"PRT","Langsung","EXC","Sementara",0,"Check-Out",2015-07-26,43
"City Hotel",2015,2,2,1,0,"PRT","Langsung","EXC","Sementara",0,"Check-Out",2015-07-26,24
"City Hotel",2015,2,1,0,0,"PRT","Langsung","VIP","Sementara",0,"Check-Out",2015-07-26,98
"City Hotel",2015,2,1,0,0,"PRT","Langsung","VIP","Sementara",0,"Check-Out",2015-07-26,78
"City Hotel",2015,1,1,0,0,"PRT","Call-Center","VIP","Member",0,"Check-Out",2015-07-26,72
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Sementara",76.5,"Check-Out",2015-07-26,9
"City Hotel",2015,1,2,1,0,"PRT","Langsung","VIP","Sementara",0,"Check-Out",2015-07-26,96
"City Hotel",2015,1,1,0,0,"PRT","Call-Center","VIP","Member",0,"Check-Out",2015-07-26,41
"City Hotel",2015,1,2,1,0,"PRT","Call-Center","EXC","Sementara",94,"Check-Out",2015-07-26,57
"City Hotel",2015,1,3,0,0,"PRT","Call-Center","EXC","Sementara",124.25,"Check-In",2015-04-24,27
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-06-29,67
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-22,14
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-22,7
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","EXC","Member",86,"Check-Out",2015-07-28,22
"City Hotel",2015,1,1,0,0,"PRT","Call-Center","VIP","Member",63,"Check-Out",2015-07-28,74
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-22,81
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-22,83
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-22,19
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-22,49
"City Hotel",2015,1,1,0,0,"PRT","Call-Center","VIP","Member",63,"Check-Out",2015-07-28,53
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-Out",2015-07-28,99
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,23
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-22,39
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-22,10
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,92
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-22,56
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-22,58
"City Hotel",2015,1,1,0,0,"PRT","Call-Center","VIP","Member",63,"Check-Out",2015-07-28,1
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-22,68
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-22,34
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-Out",2015-07-28,85
"City Hotel",2015,1,1,0,0,"ITA","Call-Center","VIP","Member",36.25,"Check-Out",2015-07-28,37
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,60
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,55
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",86,"Check-Out",2015-07-28,20
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",86,"Check-Out",2015-07-28,17
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-22,79
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",86,"Check-Out",2015-07-28,84
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",86,"Check-Out",2015-07-28,62
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","EXC","Member",94.5,"Check-Out",2015-07-28,77
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,93
"City Hotel",2015,1,3,0,0,"PRT","Call-Center","EXC","Member",124.7,"Check-Out",2015-07-28,44
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",86,"Check-Out",2015-07-28,13
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-22,32
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-22,51
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,80
"City Hotel",2015,2,1,0,0,"PRT","Call-Center","EXC","Member",0,"Check-Out",2015-07-29,54
"City Hotel",2015,2,2,0,0,"ESP","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,5
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Member",62,"Check-Out",2015-07-29,65
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,6
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Member",62,"Check-Out",2015-07-29,21
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,95
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,16
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,61
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,64
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Member",62,"Check-Out",2015-07-29,97
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Member",62,"Check-Out",2015-07-29,52
"City Hotel",2015,2,1,0,0,"PRT","Call-Center","EXC","Member",0,"Check-Out",2015-07-29,26
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Member",62,"Check-Out",2015-07-29,63
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Member",62,"Check-Out",2015-07-29,100
"City Hotel",2015,2,1,0,0,"PRT","Call-Center","EKO","Member",63,"Check-Out",2015-07-29,70
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Member",62,"Check-Out",2015-07-29,2
"City Hotel",2015,2,1,0,0,"PRT","Call-Center","EXC","Member",60,"Check-Out",2015-07-29,8
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,29
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,87
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,69
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,30
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Member",62,"Check-Out",2015-07-29,31
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,90
"City Hotel",2015,2,2,0,0,"ITA","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,73
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,3
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,86
"City Hotel",2015,2,2,0,0,"ESP","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,18
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,91
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,33
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,50
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,42
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",85.5,"Check-In",2015-04-16,75
"City Hotel",2015,1,2,0,0,"PRT","Langsung","EXC","Sementara",0,"Check-Out",2015-07-27,15
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-05-07,45
"City Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Sementara",0,"Check-Out",2015-07-31,66
"City Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Sementara",58.9,"Check-In",2015-06-29,47
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,46
"City Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,88
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,28
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,11
"City Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,82
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,89
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,12
"City Hotel",2015,1,3,0,0,"ESP","Call-Center","EXC","Member",84,"Check-Out",2015-07-29,4
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,76
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,25
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,36
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,38
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,94
"City Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,71
"City Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,35
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,40
"City Hotel",2015,1,1,0,0,"ESP","Call-Center","VIP","Member",60,"Check-Out",2015-07-29,48
"City Hotel",2015,1,1,0,0,"ESP","Call-Center","VIP","Member",0,"Check-Out",2015-07-29,59
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,43
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,24
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-07-06,98
"City Hotel",2015,1,3,0,0,"PRT","Call-Center","EXC","Member",84,"Check-Out",2015-07-29,78
"City Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,72
"City Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,9
"City Hotel",2015,1,1,0,0,"ESP","Call-Center","VIP","Member",60,"Check-Out",2015-07-29,96
"City Hotel",2015,1,1,0,0,"ESP","Call-Center","VIP","Member",0,"Check-Out",2015-07-29,41
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,57
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,27
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,67
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,14
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,7
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,22
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,74
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,81
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,83
"City Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,19
"City Hotel",2015,1,3,0,0,"ESP","Call-Center","EXC","Member",84,"Check-Out",2015-07-29,49
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,53
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,99
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,23
"City Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,39
"City Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Member",62,"Check-Out",2015-07-29,10
"City Hotel",2015,1,1,0,0,"ESP","Call-Center","VIP","Member",60,"Check-Out",2015-07-29,92
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,56
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,58
"City Hotel",2015,1,3,0,0,"PRT","Call-Center","VIP","Member",84,"Check-In",2015-07-22,1
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-22,68
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,34
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Member",85.5,"Check-Out",2015-07-30,85
"City Hotel",2015,2,1,0,0,"PRT","Langsung","VIP","Sementara",65,"Check-Out",2015-07-30,37
"City Hotel",2015,2,2,0,0,"DEU","Call-Center","VIP","Sementara",75,"Check-Out",2015-07-30,60
"City Hotel",2015,2,2,0,0,"FRA","Call-Center","EXC","Member",76.5,"Check-Out",2015-07-30,55
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-06-12,20
"City Hotel",2015,2,2,0,0,"NLD","Call-Center","VIP","Sementara",76.5,"Check-Out",2015-07-30,17
"City Hotel",2015,7,2,1,0,"GBR","Call-Center","EXC","Sementara",69.4,"Check-Out",2015-08-06,79
"City Hotel",2015,7,2,0,0,"PRT","Call-Center","EXC","Sementara",55.9,"Check-Out",2015-08-06,84
"City Hotel",2015,1,2,0,0,"PRT","Langsung","VIP","Sementara",0,"Check-Out",2015-07-28,62
"City Hotel",2015,1,2,0,0,"PRT","Langsung","VIP","Sementara",0,"Check-Out",2015-07-28,77
"City Hotel",2015,2,1,0,0,"PRT","Langsung","VIP","Sementara",65,"Check-Out",2015-07-30,93
"City Hotel",2015,2,2,0,0,"PRT","Langsung","EXC","Sementara",0,"Check-Out",2015-07-30,44
"City Hotel",2015,3,2,0,0,"PRT","Langsung","EXC","Sementara",0,"Check-Out",2015-07-31,13
"City Hotel",2015,3,2,1,0,"ROU","Call-Center","EXC","Sementara",91.38,"Check-Out",2015-07-31,32
"City Hotel",2015,5,3,0,0,"DEU","Call-Center","EXC","Sementara",88.4,"Check-Out",2015-08-04,51
"City Hotel",2015,5,2,0,0,"DEU","Call-Center","VIP","Sementara",88.4,"Check-Out",2015-08-04,80
"City Hotel",2015,1,1,0,0,"PRT","Langsung","VIP","Sementara",65,"Check-Out",2015-07-30,54
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Sementara",0,"Check-Out",2015-07-30,5
"City Hotel",2015,3,2,0,1,"PRT","Call-Center","VIP","Member",76.5,"Check-Out",2015-08-01,65
"City Hotel",2015,3,2,0,0,"BRA","Call-Center","VIP","Sementara",58.9,"Check-Out",2015-08-01,6
"City Hotel",2015,3,2,1,0,"PRT","Call-Center","VIP","Member",76.5,"Check-Out",2015-08-01,21
"City Hotel",2015,5,2,1,0,"PRT","Call-Center","VIP","Sementara",106.75,"Check-In",2015-06-03,95
"City Hotel",2015,5,2,0,0,"FRA","Call-Center","VIP","Sementara",76.5,"Check-Out",2015-08-05,16
"City Hotel",2015,5,2,0,0,"SWE","Call-Center","VIP","Sementara",46.66,"Check-Out",2015-08-05,61
"City Hotel",2015,1,1,0,0,"PRT","Langsung","VIP","Sementara",65,"Check-Out",2015-07-30,64
"City Hotel",2015,3,2,0,0,"PRT","Call-Center","EXC","Sementara",76.5,"Check-Out",2015-08-02,97
"City Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Sementara",55.08,"Check-In",2015-05-05,52
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-07-11,26
"City Hotel",2015,2,2,0,0,"DEU","Call-Center","VIP","Sementara",55.96,"Check-Out",2015-08-02,63
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",36,"Check-Out",2015-08-04,100
"City Hotel",2015,3,1,0,0,"GBR","Call-Center","VIP","Sementara",68,"Check-Out",2015-08-05,70
"City Hotel",2015,7,2,1,0,"PRT","Call-Center","EXC","Member",75.79,"Check-Out",2015-08-09,2
"City Hotel",2015,7,2,0,0,"PRT","Call-Center","VIP","Member",63.46,"Check-Out",2015-08-09,8
"City Hotel",2015,7,2,0,0,"PRT","Call-Center","VIP","Member",63.46,"Check-Out",2015-08-09,29
"City Hotel",2015,11,1,0,0,"PRT","Call-Center","VIP","Sementara",68,"Booking",2015-07-31,87
